,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp,predicted_loan_status
2724,4,0,1,38,6000.0,12.12,199.63,120000.0,20.37,0.0,0.0,10.0,408.4,36.0,26664.0,54.0,0.0,good
3297,1,0,8,4,9250.0,25.28,273.03,58000.0,16.84,0.0,0.0,10.0,245.4,60.0,12432.0,19.0,0.0,good
629,7,4,1,39,6000.0,13.99,205.04,115000.0,8.43,2.0,10.0,13.0,325.4,36.0,7840.0,18.0,0.0,good
242,0,4,2,7,5000.0,8.9,158.77,62000.0,8.59,0.0,0.0,4.0,229.5,36.0,11847.0,4.0,0.0,good
1926,7,4,6,9,2800.0,21.0,105.5,60000.0,27.75,0.0,0.0,11.0,205.0,36.0,15944.0,14.0,0.0,good
7166,1,0,2,28,12000.0,13.67,408.22,46000.0,21.68,0.0,0.0,12.0,269.2,36.0,15022.0,17.0,0.0,good
43,2,3,3,9,35000.0,9.91,1127.88,600000.0,1.97,0.0,0.0,7.0,591.1,36.0,0.0,11.0,0.0,good
6283,1,0,2,4,10000.0,9.71,321.32,35000.0,11.9,0.0,0.0,10.0,231.0,36.0,6665.0,12.0,0.0,good
4770,5,4,5,28,10400.0,17.27,372.19,67000.0,21.57,0.0,0.0,8.0,246.2,36.0,16647.0,16.0,0.0,good
862,7,0,2,31,12375.0,14.33,424.94,58000.0,7.51,0.0,0.0,6.0,279.5,36.0,8060.0,12.0,0.0,good
492,2,3,1,41,8000.0,7.9,250.33,40000.0,5.49,0.0,0.0,4.0,230.0,36.0,7610.0,12.0,0.0,good
177,1,0,1,19,8500.0,6.03,258.71,45000.0,20.22,0.0,0.0,8.0,444.4,36.0,2984.0,31.0,0.0,good
54,7,3,1,4,6000.0,13.49,203.59,225000.0,4.22,0.0,0.0,12.0,288.9,36.0,13871.0,19.0,0.0,good
1817,2,4,2,28,5000.0,14.33,171.7,55000.0,3.99,0.0,0.0,5.0,406.4,36.0,8791.0,8.0,0.0,good
2394,2,0,2,39,7000.0,14.09,239.55,25514.0,25.35,0.0,0.0,12.0,202.7,36.0,12214.0,22.0,0.0,good
6549,1,0,2,41,16000.0,16.78,395.76,100000.0,14.36,0.0,0.0,11.0,326.9,60.0,7101.0,24.0,0.0,good
3768,10,0,2,37,19400.0,7.62,604.54,40000.0,9.69,0.0,0.0,8.0,214.4,36.0,5406.0,14.0,0.0,good
1454,1,4,2,37,14000.0,16.29,494.21,37000.0,25.46,0.0,0.0,11.0,282.5,36.0,7686.0,30.0,0.0,good
2157,1,0,3,3,6500.0,22.47,181.27,45000.0,15.09,0.0,54.0,8.0,296.7,60.0,4434.0,26.0,0.0,good
9,6,0,2,41,17500.0,22.74,471.1,95000.0,24.78,0.0,0.0,12.0,266.3,60.0,23722.0,23.0,0.0,bad
22,1,0,8,23,18000.0,19.42,471.1,46460.0,12.91,0.0,24.0,7.0,313.9,60.0,7804.0,30.0,0.0,bad
26,11,0,5,3,12600.0,12.42,282.97,25200.0,0.71,0.0,0.0,7.0,382.7,60.0,83.0,15.0,0.0,bad
29,6,0,8,8,35000.0,12.69,790.82,68000.0,8.58,0.0,0.0,16.0,464.7,60.0,7504.0,36.0,0.0,bad
41,0,4,1,4,27575.0,12.69,623.05,91200.0,27.69,0.0,0.0,13.0,345.4,60.0,45053.0,29.0,0.0,bad
49,6,0,3,26,4800.0,12.69,161.02,48000.0,4.0,0.0,0.0,4.0,298.0,36.0,1361.0,7.0,0.0,bad
51,1,0,2,10,19200.0,20.3,511.9,150000.0,6.18,0.0,40.0,10.0,287.9,60.0,17541.0,19.0,0.0,bad
82,5,4,1,28,8325.0,14.65,287.17,20000.0,14.94,0.0,48.0,4.0,295.3,36.0,9022.0,8.0,0.0,bad
88,10,4,2,28,5000.0,14.65,172.48,150000.0,1.63,1.0,18.0,9.0,226.3,36.0,3847.0,18.0,0.0,bad
106,1,0,12,25,4000.0,12.69,134.18,66000.0,21.09,0.0,0.0,11.0,306.0,36.0,10054.0,29.0,0.0,bad
136,2,4,10,23,14000.0,9.91,451.15,25356.0,16.56,0.0,0.0,4.0,357.6,36.0,0.0,4.0,0.0,bad
147,7,4,10,18,9000.0,15.27,313.18,40000.0,4.9,0.0,0.0,7.0,214.4,36.0,6383.0,10.0,0.0,bad
151,2,4,2,28,8000.0,14.27,274.48,57000.0,12.42,0.0,0.0,4.0,252.4,36.0,5469.0,22.0,0.0,bad
152,5,4,2,4,20000.0,8.9,635.07,120000.0,10.34,0.0,0.0,8.0,317.1,36.0,13576.0,26.0,0.0,bad
155,6,0,2,4,5400.0,10.74,176.13,30000.0,13.1,0.0,0.0,9.0,207.3,36.0,7589.0,16.0,0.0,bad
159,2,0,2,4,15000.0,13.99,512.6,57000.0,18.95,0.0,0.0,15.0,219.3,36.0,13797.0,26.0,7875.15,bad
168,6,4,2,4,4500.0,16.29,158.86,55000.0,15.19,0.0,28.0,4.0,280.5,36.0,5152.0,25.0,0.0,bad
180,10,4,2,23,6625.0,11.71,219.13,25000.0,21.74,0.0,29.0,9.0,343.3,36.0,7626.0,22.0,0.0,bad
205,4,4,2,4,6400.0,7.51,199.11,54000.0,9.44,0.0,0.0,6.0,272.0,36.0,18529.0,18.0,0.0,bad
240,10,4,2,9,5000.0,13.49,169.66,80000.0,9.66,0.0,0.0,4.0,223.5,36.0,4070.0,14.0,0.0,bad
251,3,4,1,28,8000.0,15.96,281.1,42000.0,6.91,0.0,40.0,10.0,352.4,36.0,8311.0,31.0,0.0,bad
263,1,0,1,9,10000.0,12.12,332.72,41252.0,16.47,0.0,0.0,7.0,306.1,36.0,19756.0,25.0,0.0,bad
266,10,4,2,28,16000.0,10.74,521.86,65000.0,23.82,0.0,0.0,16.0,319.2,36.0,31372.0,31.0,0.0,bad
267,8,0,1,4,10200.0,13.67,346.98,90000.0,9.33,0.0,74.0,9.0,331.1,36.0,5380.0,27.0,0.0,bad
268,4,4,10,4,13000.0,7.9,406.78,45000.0,2.14,0.0,26.0,6.0,274.2,36.0,3182.0,13.0,0.0,bad
275,8,4,2,4,8400.0,17.27,300.62,48000.0,16.16,1.0,14.0,10.0,273.0,36.0,3348.0,27.0,0.0,bad
292,10,0,2,9,15000.0,13.11,506.21,35000.0,14.26,0.0,0.0,5.0,303.7,36.0,13451.0,7.0,0.0,bad
296,10,4,2,28,16950.0,20.99,458.46,34000.0,20.54,0.0,0.0,5.0,231.4,60.0,31598.0,9.0,0.0,bad
314,1,4,2,4,16000.0,10.74,521.86,50000.0,13.3,0.0,0.0,5.0,357.4,36.0,9886.0,11.0,0.0,bad
317,5,0,10,20,20000.0,13.99,465.27,55000.0,9.05,0.0,39.0,10.0,224.3,60.0,3116.0,22.0,0.0,bad
339,3,4,1,42,6000.0,16.29,211.81,50000.0,12.1,0.0,39.0,8.0,378.0,36.0,4662.0,26.0,0.0,bad
352,8,4,2,38,35000.0,23.33,993.32,92436.99,12.4,0.0,29.0,14.0,381.8,60.0,22933.0,32.0,0.0,bad
359,5,4,2,30,11500.0,7.62,358.36,35400.0,11.05,0.0,0.0,12.0,286.6,36.0,14793.0,22.0,0.0,bad
362,6,4,2,23,10000.0,13.99,232.64,39000.0,14.52,0.0,0.0,9.0,242.2,60.0,6167.0,16.0,7694.39,bad
368,7,4,2,4,13000.0,12.12,432.54,27000.0,14.22,0.0,0.0,5.0,261.5,36.0,12910.0,8.0,0.0,bad
397,9,4,2,12,10000.0,6.03,304.36,60000.0,3.36,0.0,49.0,7.0,335.1,36.0,5959.0,31.0,0.0,bad
405,1,0,2,9,11875.0,6.03,361.43,32886.0,20.8,0.0,0.0,16.0,453.1,36.0,23490.0,42.0,0.0,bad
410,2,4,8,9,4200.0,6.62,128.96,85000.0,11.42,0.0,0.0,11.0,376.0,36.0,19623.0,37.0,1972.28,bad
451,11,4,2,39,27300.0,21.48,745.95,56000.0,18.75,0.0,61.0,11.0,435.4,60.0,23713.0,24.0,0.0,bad
479,0,4,2,41,6000.0,13.99,205.04,102500.0,9.87,0.0,42.0,11.0,245.2,36.0,10019.0,20.0,0.0,bad
480,1,0,1,34,16000.0,15.31,557.08,119000.0,9.99,0.0,0.0,21.0,425.7,36.0,55121.0,38.0,7696.88,bad
500,4,3,8,37,10000.0,12.12,332.72,24500.0,17.53,0.0,0.0,11.0,228.9,36.0,7528.0,23.0,0.0,bad
502,11,0,8,29,2500.0,14.65,86.24,50000.0,19.39,1.0,2.0,9.0,324.0,36.0,872.0,22.0,0.0,bad
520,6,4,2,4,25000.0,10.74,815.4,56000.0,11.38,0.0,0.0,16.0,225.7,36.0,3960.0,24.0,0.0,bad
540,10,4,8,25,8000.0,13.67,272.15,33500.0,23.5,0.0,0.0,5.0,290.7,36.0,27151.0,6.0,0.0,bad
542,1,4,2,31,23325.0,23.26,661.04,47000.0,22.4,0.0,0.0,11.0,299.4,60.0,33483.0,32.0,0.0,bad
543,11,4,6,4,10800.0,13.11,364.47,34000.0,4.09,0.0,0.0,5.0,266.3,36.0,3903.0,12.0,0.0,bad
548,0,4,2,4,27000.0,19.99,715.19,110000.0,15.48,1.0,17.0,6.0,319.3,60.0,1141.0,21.0,0.0,bad
606,8,4,2,28,10000.0,12.12,332.72,32000.0,13.31,0.0,0.0,10.0,208.6,36.0,6160.0,15.0,0.0,bad
609,8,4,2,25,10000.0,15.31,348.18,30600.0,3.84,0.0,69.0,4.0,272.5,36.0,3739.0,6.0,0.0,bad
613,0,3,2,12,20500.0,17.99,520.46,41000.0,20.49,0.0,0.0,6.0,278.5,60.0,19478.0,12.0,0.0,bad
631,1,0,2,9,10000.0,15.81,350.64,40000.0,21.59,0.0,0.0,13.0,325.4,36.0,9084.0,13.0,0.0,bad
641,10,0,1,37,7300.0,13.67,248.33,48000.0,16.28,1.0,16.0,9.0,514.3,36.0,7021.0,17.0,0.0,bad
646,0,4,2,41,8000.0,13.99,273.39,65000.0,33.95,0.0,0.0,19.0,218.3,36.0,21632.0,23.0,0.0,bad
656,10,4,6,12,8800.0,15.31,306.4,18000.0,29.2,0.0,61.0,12.0,308.3,36.0,4434.0,26.0,0.0,bad
660,1,0,2,17,20000.0,7.62,623.23,70000.0,12.27,0.0,0.0,10.0,492.2,36.0,4738.0,21.0,0.0,bad
667,10,4,2,19,4500.0,19.22,165.46,40000.0,7.35,0.0,0.0,3.0,275.2,36.0,6394.0,7.0,0.0,bad
668,9,0,2,37,17500.0,7.9,547.58,51866.93,29.5,0.0,0.0,16.0,318.2,36.0,16658.0,25.0,0.0,bad
687,8,4,9,4,31800.0,21.97,1213.97,125000.0,17.89,1.0,19.0,16.0,287.0,36.0,32500.0,24.0,0.0,bad
699,5,4,2,4,6000.0,12.12,199.63,45000.0,5.55,0.0,0.0,7.0,198.9,36.0,7378.0,10.0,0.0,bad
700,1,4,2,4,25900.0,19.99,962.41,89232.0,3.23,0.0,0.0,7.0,256.9,36.0,17718.0,9.0,0.0,bad
703,4,0,1,21,6300.0,15.31,219.35,43000.0,23.83,0.0,0.0,8.0,214.8,36.0,7161.0,13.0,0.0,bad
723,2,0,2,19,4325.0,17.77,155.87,42968.0,19.61,0.0,0.0,8.0,277.7,36.0,2614.0,11.0,0.0,bad
730,9,4,2,39,11700.0,18.49,425.87,35000.0,34.46,0.0,40.0,10.0,217.6,36.0,1708.0,20.0,0.0,bad
732,1,4,10,9,8975.0,15.31,312.49,89000.0,11.21,7.0,8.0,9.0,394.6,36.0,1400.0,39.0,0.0,bad
767,2,3,1,12,6000.0,16.29,211.81,35000.0,28.83,2.0,22.0,16.0,320.2,36.0,16868.0,34.0,0.0,bad
805,2,4,2,18,9600.0,15.31,334.25,75000.0,12.93,0.0,0.0,6.0,195.6,36.0,12562.0,9.0,0.0,bad
813,1,0,2,38,30925.0,21.98,853.77,134000.0,20.3,0.0,0.0,14.0,366.0,60.0,112055.0,29.0,0.0,bad
819,7,4,2,25,11875.0,18.49,432.24,77000.0,5.36,0.0,0.0,16.0,213.9,36.0,10851.0,29.0,0.0,bad
831,8,0,2,23,31825.0,24.83,930.94,80640.0,31.88,0.0,49.0,16.0,331.8,60.0,35681.0,34.0,0.0,bad
844,3,4,2,28,35000.0,23.63,1366.36,102000.0,24.4,0.0,0.0,23.0,308.7,36.0,47101.0,36.0,0.0,bad
857,1,4,2,10,15250.0,18.49,555.08,55000.0,25.88,0.0,0.0,8.0,334.6,36.0,22955.0,16.0,0.0,bad
873,9,0,12,11,20375.0,21.98,562.51,85000.0,17.65,0.0,79.0,8.0,230.5,60.0,4703.0,22.0,0.0,bad
910,10,3,2,37,10000.0,12.12,332.72,50000.0,17.39,0.0,0.0,8.0,232.1,36.0,5174.0,11.0,6800.37,bad
918,4,4,2,4,16450.0,19.72,433.27,42000.0,25.54,0.0,0.0,12.0,313.1,60.0,15412.0,32.0,0.0,bad
939,11,3,7,5,2375.0,13.11,80.15,8400.0,2.86,0.0,0.0,2.0,202.7,36.0,487.0,5.0,0.0,bad
941,0,3,2,37,10400.0,18.49,378.55,132000.0,19.95,0.0,42.0,20.0,319.9,36.0,13750.0,57.0,0.0,bad
943,3,0,3,4,24125.0,21.0,652.67,62000.0,10.22,0.0,0.0,9.0,231.8,60.0,20231.0,10.0,0.0,bad
970,2,4,1,28,18000.0,14.33,618.09,70000.0,13.71,0.0,0.0,16.0,244.7,36.0,16117.0,20.0,0.0,bad
971,5,0,1,12,4000.0,17.27,143.15,48000.0,21.48,1.0,13.0,10.0,295.7,36.0,9425.0,23.0,0.0,bad
973,1,0,2,30,16950.0,17.27,423.72,43000.0,26.62,0.0,0.0,7.0,288.6,60.0,12588.0,18.0,0.0,bad
975,10,4,1,28,14000.0,12.12,465.81,40000.0,4.71,0.0,0.0,8.0,198.5,36.0,6635.0,12.0,0.0,bad
989,6,4,2,6,12850.0,15.31,447.41,41000.0,16.46,0.0,0.0,8.0,365.4,36.0,18278.0,15.0,0.0,bad
993,5,4,2,4,15875.0,17.77,572.09,40000.0,16.68,2.0,8.0,15.0,233.5,36.0,10546.0,20.0,0.0,bad
996,6,4,8,4,4000.0,14.09,136.89,34000.0,33.56,0.0,0.0,9.0,323.4,36.0,6495.0,14.0,0.0,bad
1013,1,0,2,41,10625.0,12.12,353.52,31820.0,25.87,0.0,0.0,10.0,304.0,36.0,12134.0,17.0,0.0,bad
1027,6,0,2,4,12000.0,12.12,399.26,36000.0,10.9,0.0,0.0,5.0,284.2,36.0,19765.0,6.0,0.0,bad
1028,4,4,2,5,14000.0,19.05,513.54,44000.0,25.98,0.0,0.0,11.0,213.2,36.0,16155.0,19.0,0.0,bad
1059,6,4,2,41,15600.0,13.11,526.46,40000.0,20.34,0.0,0.0,9.0,222.9,36.0,6415.0,14.0,0.0,bad
1063,5,0,2,38,7200.0,13.11,242.98,35000.0,16.39,0.0,0.0,6.0,277.9,36.0,18770.0,14.0,0.0,bad
1079,1,4,2,28,4800.0,14.33,164.83,33000.0,23.89,0.0,34.0,16.0,466.8,36.0,14465.0,49.0,0.0,bad
1096,2,4,2,18,11500.0,12.12,382.63,33000.0,5.27,0.0,0.0,3.0,275.7,36.0,9081.0,12.0,0.0,bad
1100,5,4,2,25,15075.0,19.05,552.98,39000.0,33.54,0.0,0.0,13.0,207.7,36.0,19327.0,19.0,0.0,bad
1186,2,0,1,38,21725.0,14.09,743.46,72100.0,22.1,0.0,34.0,8.0,309.1,36.0,14536.0,34.0,0.0,bad
1195,9,4,2,20,10000.0,14.09,342.22,35000.0,10.63,0.0,0.0,8.0,208.1,36.0,9324.0,9.0,0.0,bad
1200,1,4,2,38,33600.0,23.83,963.3,92000.0,19.11,5.0,2.0,18.0,312.1,60.0,12337.0,52.0,0.0,bad
1211,2,4,1,10,8875.0,13.11,299.51,26000.0,21.46,0.0,0.0,9.0,198.9,36.0,9759.0,9.0,0.0,bad
1213,3,4,2,14,3550.0,16.29,125.32,33000.0,28.95,0.0,80.0,16.0,540.0,36.0,13936.0,27.0,0.0,bad
1254,3,0,2,6,17600.0,12.12,392.58,50000.0,29.57,0.0,0.0,10.0,291.7,60.0,16835.0,38.0,0.0,bad
1282,4,0,2,17,12000.0,18.49,436.79,115000.0,19.9,0.0,64.0,9.0,336.6,36.0,38706.0,19.0,0.0,bad
1287,2,4,2,12,20000.0,14.33,468.8,57000.0,28.82,0.0,0.0,14.0,248.5,60.0,11951.0,26.0,17314.19,bad
1299,1,3,2,4,21725.0,19.05,564.16,49000.0,27.31,0.0,0.0,9.0,288.4,60.0,5758.0,22.0,0.0,bad
1336,5,4,2,4,1750.0,18.49,63.7,30000.0,17.48,0.0,0.0,4.0,272.2,36.0,1935.0,7.0,0.0,bad
1341,0,4,1,9,5250.0,13.11,177.18,20000.0,30.12,0.0,0.0,18.0,256.9,36.0,13256.0,42.0,0.0,bad
1360,0,4,2,10,3250.0,14.33,111.6,21000.0,33.54,0.0,63.0,7.0,269.9,36.0,4959.0,10.0,0.0,bad
1378,8,4,1,25,8000.0,14.33,274.71,43094.0,16.99,0.0,67.0,13.0,262.0,36.0,10959.0,29.0,0.0,bad
1438,1,0,1,28,7550.0,7.9,236.25,48000.0,6.43,0.0,49.0,7.0,346.3,36.0,26457.0,10.0,0.0,bad
1487,2,0,8,41,3600.0,22.47,138.37,58000.0,27.41,1.0,15.0,15.0,234.1,36.0,7602.0,40.0,0.0,bad
1501,1,4,8,5,1000.0,18.75,36.53,68016.0,26.91,0.0,0.0,12.0,267.2,36.0,30323.0,34.0,0.0,bad
1504,1,0,5,4,35000.0,11.14,1148.18,180000.0,13.28,0.0,43.0,13.0,341.2,36.0,21207.0,29.0,0.0,bad
